url,input,name
https://www.bsw.co.jp/,"<select class=""c-form1__select"" id=""own"" name=""own"">
<option label=""選択してください"" value="""">選択してください</option>
<option label=""企業"" value=""企業"">企業</option>
<option label=""非営利団体"" value=""非営利団体"">非営利団体</option>
<option label=""学校法人"" value=""学校法人"">学校法人</option>
<option label=""その他"" value=""その他"">その他</option>
</select>",own
https://www.bsw.co.jp/,"<select class=""c-form1__select"" id=""address01"" name=""address01"">
<option label=""選択してください"" value="""">選択してください</option>
<option label=""北海道"" value=""北海道"">北海道</option>
<option label=""青森県"" value=""青森県"">青森県</option>
<option label=""岩手県"" value=""岩手県"">岩手県</option>
<option label=""宮城県"" value=""宮城県"">宮城県</option>
<option label=""秋田県"" value=""秋田県"">秋田県</option>
<option label=""山形県"" value=""山形県"">山形県</option>
<option label=""福島県"" value=""福島県"">福島県</option>
<option label=""茨城県"" value=""茨城県"">茨城県</option>
<option label=""栃木県"" value=""栃木県"">栃木県</option>
<option label=""群馬県"" value=""群馬県"">群馬県</option>
<option label=""埼玉県"" value=""埼玉県"">埼玉県</option>
<option label=""千葉県"" value=""千葉県"">千葉県</option>
<option label=""東京都"" value=""東京都"">東京都</option>
<option label=""神奈川県"" value=""神奈川県"">神奈川県</option>
<option label=""新潟県"" value=""新潟県"">新潟県</option>
<option label=""富山県"" value=""富山県"">富山県</option>
<option label=""石川県"" value=""石川県"">石川県</option>
<option label=""福井県"" value=""福井県"">福井県</option>
<option label=""山梨県"" value=""山梨県"">山梨県</option>
<option label=""長野県"" value=""長野県"">長野県</option>
<option label=""岐阜県"" value=""岐阜県"">岐阜県</option>
<option label=""静岡県"" value=""静岡県"">静岡県</option>
<option label=""愛知県"" value=""愛知県"">愛知県</option>
<option label=""三重県"" value=""三重県"">三重県</option>
<option label=""滋賀県"" value=""滋賀県"">滋賀県</option>
<option label=""京都府"" value=""京都府"">京都府</option>
<option label=""大阪府"" value=""大阪府"">大阪府</option>
<option label=""兵庫県"" value=""兵庫県"">兵庫県</option>
<option label=""奈良県"" value=""奈良県"">奈良県</option>
<option label=""和歌山県"" value=""和歌山県"">和歌山県</option>
<option label=""鳥取県"" value=""鳥取県"">鳥取県</option>
<option label=""島根県"" value=""島根県"">島根県</option>
<option label=""岡山県"" value=""岡山県"">岡山県</option>
<option label=""広島県"" value=""広島県"">広島県</option>
<option label=""山口県"" value=""山口県"">山口県</option>
<option label=""徳島県"" value=""徳島県"">徳島県</option>
<option label=""香川県"" value=""香川県"">香川県</option>
<option label=""愛媛県"" value=""愛媛県"">愛媛県</option>
<option label=""高知県"" value=""高知県"">高知県</option>
<option label=""福岡県"" value=""福岡県"">福岡県</option>
<option label=""佐賀県"" value=""佐賀県"">佐賀県</option>
<option label=""長崎県"" value=""長崎県"">長崎県</option>
<option label=""熊本県"" value=""熊本県"">熊本県</option>
<option label=""大分県"" value=""大分県"">大分県</option>
<option label=""宮崎県"" value=""宮崎県"">宮崎県</option>
<option label=""鹿児島県"" value=""鹿児島県"">鹿児島県</option>
<option label=""沖縄県"" value=""沖縄県"">沖縄県</option>
</select>",address01
https://aumo.co.jp/,"<select id=""inquiry_category"" name=""inquiry[category]""><option value=""about_service"">サービスについて</option>
<option value=""about_content"">記事内容について</option>
<option value=""about_facility_shop_spot"">施設・店舗・スポットについて</option>
<option value=""about_rights"">権利侵害申告</option>
<option selected=""selected"" value=""about_ads"">資料請求 / 広告掲載について</option>
<option value=""others"">その他</option></select>",inquiry[category]
https://www.asprova.jp/,"<select>
<option value=""china"">Select Language 言語を選択</option>
<option value=""china"">China</option>
<option value=""korea"">Korea</option>
<option value=""malaysia"">Malaysia</option>
<option value=""thailand"">Thailand</option>
<option value=""america"">America</option>
<option value=""germany"">Germany</option>
</select>",
https://www.sun21.co.jp/,"<select class=""tLine"" id=""contact-name"" name=""inqueryType"" onchange=""Change();""><option value=""inq01"">お問い合わせ</option><option value=""inq02"">新卒採用</option><option value=""inq03"">キャリア採用</option><option value=""inq04"">協業依頼</option><option value=""inq05"">メディア取材/報道関係</option><option value=""inq06"">その他</option></select>",inqueryType
https://www.sun21.co.jp/,"<select class=""tLine"" id=""todofuken"" name=""todofuken""><option disabled="""" selected="""" style=""display: none;"" value="""">都道府県</option><option value=""pref01"">北海道</option><option value=""pref02"">青森県</option><option value=""pref03"">岩手県</option><option value=""pref04"">宮城県</option><option value=""pref05"">秋田県</option><option value=""pref06"">山形県</option><option value=""pref07"">福島県</option><option value=""pref08"">茨城県</option><option value=""pref09"">栃木県</option><option value=""pref10"">群馬県</option><option value=""pref11"">埼玉県</option><option value=""pref12"">千葉県</option><option value=""pref13"">東京都</option><option value=""pref14"">神奈川県</option><option value=""pref15"">新潟県</option><option value=""pref16"">富山県</option><option value=""pref17"">石川県</option><option value=""pref18"">福井県</option><option value=""pref19"">山梨県</option><option value=""pref20"">長野県</option><option value=""pref21"">岐阜県</option><option value=""pref22"">静岡県</option><option value=""pref23"">愛知県</option><option value=""pref24"">三重県</option><option value=""pref25"">滋賀県</option><option value=""pref26"">京都府</option><option value=""pref27"">大阪府</option><option value=""pref28"">兵庫県</option><option value=""pref29"">奈良県</option><option value=""pref30"">和歌山県</option><option value=""pref31"">鳥取県</option><option value=""pref32"">島根県</option><option value=""pref33"">岡山県</option><option value=""pref34"">広島県</option><option value=""pref35"">山口県</option><option value=""pref36"">徳島県</option><option value=""pref37"">香川県</option><option value=""pref38"">愛媛県</option><option value=""pref39"">高知県</option><option value=""pref40"">福岡県</option><option value=""pref41"">佐賀県</option><option value=""pref42"">長崎県</option><option value=""pref43"">熊本県</option><option value=""pref44"">大分県</option><option value=""pref45"">宮崎県</option><option value=""pref46"">鹿児島県</option><option value=""pref47"">沖縄県</option><option value=""pref48"">日本国外</option></select>",todofuken
https://www.sun21.co.jp/,"<select class=""tLine"" id=""objective"" name=""objective"">
<option disabled="""" selected="""" style=""display:none;"" value="""">選択してください</option>
<option value=""エンジニア職"">エンジニア職</option>
<option value=""営業職"">営業職</option>
<option value=""事務職"">事務職</option>
</select>",objective
https://www.yumeshin-benext.co.jp/,"<select id=""f_q1"" name=""f_q1"">
<option value=""選択してください"">選択してください/Reason for contact</option>
<option value=""当社事業に関して"">当社事業に関するお問い合わせ/Business and services</option>
<option value=""IRに関して"">IRに関するお問い合わせ/IR</option>
<option value=""広報に関して"">広報に関するお問い合わせ/PR</option>
<option value=""その他"">その他お問い合わせ/Others</option>
</select>",f_q1
https://roseaupensant.jp/,"<select aria-invalid=""false"" class=""form-select"" name=""your-subject"">
<option value="""">選択してください</option>
<option value=""ビジネス開発／ブランド戦略"">ビジネス開発／ブランド戦略</option>
<option value=""デジタルマーケティング戦略／施策・データ分析"">デジタルマーケティング戦略／施策・データ分析</option>
<option value=""OMO戦略／施策"">OMO戦略／施策</option>
<option value=""PR／インフルエンサーマーケティング"">PR／インフルエンサーマーケティング</option>
<option value=""イベント制作"">イベント制作</option>
<option value=""広告／SEO"">広告／SEO</option>
<option value=""写真／映像制作"">写真／映像制作</option>
<option value=""Webサイト／その他制作全般"">Webサイト／その他制作全般</option>
<option value=""EC運営代行"">EC運営代行</option>
<option value=""取材"">取材</option>
<option value=""採用"">採用</option>
<option value=""その他"">その他</option>
</select>",your-subject
https://www.asoview.co.jp/,"<select aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-select wpcf7-validates-as-required section--contact--type"" name=""contact-type""><option value=""タイアップ・協業のご相談"">タイアップ・協業のご相談</option><option value=""取材・講演について"">取材・講演について</option><option value=""ニュースメディアへの掲載について（プレスリリースのご送付）"">ニュースメディアへの掲載について（プレスリリースのご送付）</option><option value=""インターネットサービス事業について"">インターネットサービス事業について</option><option value=""アソビュー！レジャークラウドアナリティクスについて"">アソビュー！レジャークラウドアナリティクスについて</option><option value=""マーケティング・プロモーション支援事業について"">マーケティング・プロモーション支援事業について</option><option value=""ERP事業について"">ERP事業について</option><option value=""コンサルティング事業について"">コンサルティング事業について</option><option value=""その他"">その他</option></select>",contact-type
https://www.asoview.co.jp/,"<select aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-select wpcf7-validates-as-required"" name=""contact-trigger1""><option value=""TV放送を見て"">TV放送を見て</option><option value=""新聞・雑誌を見て"">新聞・雑誌を見て</option><option value=""web上の記事を見て"">web上の記事を見て</option><option value=""インターネットで検索して"">インターネットで検索して</option><option value=""周囲からの評判を聞いて"">周囲からの評判を聞いて</option></select>",contact-trigger1
https://www.copro-e.co.jp/,"<select aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-select wpcf7-validates-as-required"" id=""list"" name=""menu-362""><option value="""">下記よりお選びください</option><option value=""人材派遣に関するお問い合わせ"">人材派遣に関するお問い合わせ</option><option value=""新卒採用に関するお問い合わせ"">新卒採用に関するお問い合わせ</option><option value=""キャリア採用に関するお問い合わせ"">キャリア採用に関するお問い合わせ</option><option value=""監督のタネに関するお問い合わせ"">監督のタネに関するお問い合わせ</option><option value=""夢建設プロジェクトに関するお問い合わせ"">夢建設プロジェクトに関するお問い合わせ</option><option value=""その他のお問い合わせ"">その他のお問い合わせ</option></select>",menu-362
https://wa-ki.jp/,"<select class=""form-select"" name=""address"">
<option value=""選択してください"">
			選択してください		</option>
<option value=""北海道"">
			北海道		</option>
<option value=""青森県"">
			青森県		</option>
<option value=""岩手県"">
			岩手県		</option>
<option value=""宮城県"">
			宮城県		</option>
<option value=""秋田県"">
			秋田県		</option>
<option value=""山形県"">
			山形県		</option>
<option value=""福島県"">
			福島県		</option>
<option value=""茨城県"">
			茨城県		</option>
<option value=""栃木県"">
			栃木県		</option>
<option value=""群馬県"">
			群馬県		</option>
<option value=""埼玉県"">
			埼玉県		</option>
<option value=""千葉県"">
			千葉県		</option>
<option value=""東京都"">
			東京都		</option>
<option value=""神奈川県"">
			神奈川県		</option>
<option value=""新潟県"">
			新潟県		</option>
<option value=""富山県"">
			富山県		</option>
<option value=""石川県"">
			石川県		</option>
<option value=""福井県"">
			福井県		</option>
<option value=""山梨県"">
			山梨県		</option>
<option value=""長野県"">
			長野県		</option>
<option value=""岐阜県"">
			岐阜県		</option>
<option value=""静岡県"">
			静岡県		</option>
<option value=""愛知県"">
			愛知県		</option>
<option value=""三重県"">
			三重県		</option>
<option value=""滋賀県"">
			滋賀県		</option>
<option value=""京都府"">
			京都府		</option>
<option value=""大阪府"">
			大阪府		</option>
<option value=""兵庫県"">
			兵庫県		</option>
<option value=""奈良県"">
			奈良県		</option>
<option value=""和歌山県"">
			和歌山県		</option>
<option value=""鳥取県"">
			鳥取県		</option>
<option value=""島根県"">
			島根県		</option>
<option value=""岡山県"">
			岡山県		</option>
<option value=""広島県"">
			広島県		</option>
<option value=""山口県"">
			山口県		</option>
<option value=""徳島県"">
			徳島県		</option>
<option value=""香川県"">
			香川県		</option>
<option value=""愛媛県"">
			愛媛県		</option>
<option value=""高知県"">
			高知県		</option>
<option value=""福岡県"">
			福岡県		</option>
<option value=""佐賀県"">
			佐賀県		</option>
<option value=""長崎県"">
			長崎県		</option>
<option value=""熊本県"">
			熊本県		</option>
<option value=""大分県"">
			大分県		</option>
<option value=""宮崎県"">
			宮崎県		</option>
<option value=""鹿児島県"">
			鹿児島県		</option>
<option value=""沖縄県"">
			沖縄県		</option>
</select>",address
http://www.pop-hkt.com/,"<select class=""mfp"" name=""問い合わせ先店舗(必須)"">
<option selected=""selected"" value="""">-- 問い合わせ先店舗を選択してください --</option>
<option value=""焼肉の牛太 本陣 博多バスターミナル店"">焼肉の牛太 本陣 博多バスターミナル店</option>
<option value=""但馬屋 KITTE博多店"">但馬屋 KITTE博多店</option>
<option value=""焼肉の牛太 本陣 ヨドバシ博多店"">焼肉の牛太 本陣 ヨドバシ博多店</option>
<option value=""但馬屋 ヨドバシ博多店"">但馬屋 ヨドバシ博多店</option>
<option value=""七色食堂 ヨドバシ博多店"">七色食堂 ヨドバシ博多店</option>
<option value=""てんぷら定食 あげな ヨドバシ博多店"">てんぷら定食 あげな ヨドバシ博多店</option>
<option value=""うどんや 喜八郎 ヨドバシ博多店"">うどんや 喜八郎 ヨドバシ博多店</option>
<option value=""Hamburgsteak CALIFORNIA ヨドバシ博多店"">Hamburgsteak CALIFORNIA ヨドバシ博多店</option>
<option value=""焼肉の牛太本陣 コマーシャルモール店"">焼肉の牛太本陣 コマーシャルモール店</option>
<option value=""問い合わせ先店舗を指定しない"">問い合わせ先店舗を指定しない</option>
</select>",問い合わせ先店舗(必須)
https://www.otsl.jp/,"<select aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-select wpcf7-validates-as-required"" name=""category""><option value=""その他"">その他</option></select>",category
https://www.iromgroup.co.jp/,"<select aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-select wpcf7-validates-as-required"" name=""your-affiliation""><option value=""株主"">株主</option><option value=""投資家"">投資家</option><option value=""証券会社"">証券会社</option><option value=""アナリスト"">アナリスト</option><option value=""メディア"">メディア</option><option value=""医療機関"">医療機関</option><option value=""製薬会社"">製薬会社</option><option value=""その他"">その他</option></select>",your-affiliation
https://www.iqvia.com/locations/japan,"<select class=""form-control multiple-forms-select"">
<option selected="""" value=""javascript:;"">Email Us</option>
<option value=""https://www.iqvia.com/ja-jp/contact/institute"">IQVIA Institute Inquiries</option>
<option value=""https://www.iqvia.com/ja-jp/contact/media"">Media Inquiries</option>
</select>",
https://www.iqvia.com/locations/japan,"<select class=""form-control"" data-sc-field-key=""C70BF508DAE240BAB4BF2D3166BF8D1D"" data-sc-field-name=""MappedBusinessFunction"" data-sc-tracking=""True"" data-val=""true"" data-val-required=""Primary Responsibility is required."" id=""fxb_00000000-0000-0000-0000-000000000000_Fields_3f43dae7-010c-4b57-aae7-760b5d8bde9a__Value"" name=""fxb.00000000-0000-0000-0000-000000000000.Fields[3f43dae7-010c-4b57-aae7-760b5d8bde9a].Value"">
<option label="" ""></option>
<option value=""AdministrationInsurance"">保険管理 Administration &amp; Insurance</option>
<option value=""Biostatistics"">生物統計学 Biostatistics</option>
<option value=""ClinicalResearch"">臨床研究 Clinical Research</option>
<option value=""DataManagement"">データマネジメント Data Management</option>
<option value=""Distribution"">流通 Distribution</option>
<option value=""ExecutiveManagement"">経営管理 Executive Management</option>
<option value=""Finance"">財務 Finance</option>
<option value=""FunctionalServiceProviderFsp"">ファンクショナルサービスプロバイダ  FSP Functional Service Provider</option>
<option value=""GeneralManagement"">総務 General Management</option>
<option value=""HealthEconomics"">医療経済 Health Economics</option>
<option value=""HealthOutcomes"">ヘルスアウトカム Health Outcomes</option>
<option value=""HumanResources"">人事 Human Resources</option>
<option value=""InformationTechnology"">IT Information Technology</option>
<option value=""IntellectualProperty"">知的財産 Intellectual Property</option>
<option value=""Laboratory"">研究所 Laboratory</option>
<option value=""Legal"">法務 Legal</option>
<option value=""ManagementConsultant"">マネジメントコンサルタント Management Consultant</option>
<option value=""MarketAccess"">マーケットアクセス Market Access</option>
<option value=""Marketing"">マーケティング Marketing</option>
<option value=""MarketResearch"">マーケットリサーチ Market Research</option>
<option value=""MedicalAffairs"">メディカルアフェアーズ（学術) Medical Affairs</option>
<option value=""MedicalDevices"">医療機器 Medical Devices</option>
<option value=""MedicalInstitutions"">医療施設 Medical Institutions</option>
<option value=""MedicalWriting"">メディカルライティング Medical Writing</option>
<option value=""NonRegistrationStudies"">非登録研究 Non-Registration Studies</option>
<option value=""Outsourcing"">アウトソーシング Outsourcing</option>
<option value=""Packaging"">パッケージング（包装）Packaging</option>
<option value=""PatientCentricServices"">患者中心のサービス Patient Centric Services</option>
<option value=""Pharmacogenomics"">ゲノム薬理学 Pharmacogenomics</option>
<option value=""Pharmacovigilance"">ファーマコビジランス Pharmacovigilance</option>
<option value=""PricingandReimbursement"">価格設定と償還 Pricing and Reimbursement</option>
<option value=""Procurement"">購買 Procurement</option>
<option value=""PublicAffairs"">広報 Public Affairs</option>
<option value=""Regulatory"">薬事 Regulatory</option>
<option value=""Sales"">営業 Sales</option>
<option value=""SalesAndMarketing"">セールス＆マーケティング Sales &amp; Marketing</option>
<option value=""SalesSupport"">セールスサポート Sales Support</option>
<option value=""ScientificService"">学術 Scientific Service</option>
<option value=""Strategy"">戦略 Strategy</option>
<option value=""Supplies"">サプライ Supplies</option>
<option value=""TemasTraining"">Temas　トレーニング Temas Training</option>
<option value=""Training"">トレーニング Training</option>
</select>",fxb.00000000-0000-0000-0000-000000000000.Fields[3f43dae7-010c-4b57-aae7-760b5d8bde9a].Value
https://www.iqvia.com/locations/japan,"<select class=""form-control"" data-sc-field-key=""07880C0129C94DF990F356550C8536FA"" data-sc-field-name=""Interest"" data-sc-tracking=""True"" data-val=""true"" data-val-required=""Interest is required."" id=""fxb_00000000-0000-0000-0000-000000000000_Fields_0fcbb43b-ac16-4cee-9774-4f9e8dcef6fa__Value"" name=""fxb.00000000-0000-0000-0000-000000000000.Fields[0fcbb43b-ac16-4cee-9774-4f9e8dcef6fa].Value"">
<option label="" ""></option>
<option value=""Analytics Solutions"">Analytics Solutions</option>
<option value=""Global Services"">グローバルサービス Global Services</option>
<option value=""Contract Sales and Medical Solutions"">統合エンゲージメントサービス Contract Sales &amp; Medical Solutions</option>
<option value=""Data and Insights"">情報サービス Data &amp; Insights</option>
<option value=""Real World Solutions"">リアルワールド・インサイト Real World Solutions</option>
<option value=""Research and Development Solutions"">研究開発ソリューション Research and Development Solutions</option>
<option value=""Technology Solutions"">テクノロジー Technology Solutions</option>
<option value=""Commercialization"">Commercialization</option>
<option value=""Safety Regulatory Quality Commercial Compliance"">Safety Regulatory Quality Commercial Compliance</option>
</select>",fxb.00000000-0000-0000-0000-000000000000.Fields[0fcbb43b-ac16-4cee-9774-4f9e8dcef6fa].Value
